id,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbn,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
8583,Infinity,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8584,Justice,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8585,Lady Liberty,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8586,Mother,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8587,Stealth,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,Mandala #1,Hybrid,,Mandala Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8589,Krystalica,Hybrid,,Mandala Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8590,Mighty Mite x A-13 x Big Bud Skunk,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8591,Mighty Mite x Dutch Treat,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8592,Mighty Mite x Super Skunk,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8593,Citral Mass,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,Double Fun,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8595,Sweetstar,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,Early Bramble,Hybrid,,Patch Works Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8597,Timewarp N5,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8598,Something Special,Hybrid,,Prairie Pride Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8599,11:59 Armageddon Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600,Big Bud Afghani,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8601,Five Way,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8602,G12 Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8603,Giant Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8604,Kush Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,NL5 x Haze #5,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8606,Pukka Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8607,Pure Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8608,Shiva Haze,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8609,Sirius Skunk,Hybrid,,Pukka Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8610,Big Freeze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8611,Big Que Bud,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8612,Big Rooster,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,Big Sensi Skunk,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8614,Black & White,Hybrid,,Norden Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,Bubble-k,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,Domestic Jack Herer,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8617,Freeze Land,Hybrid,,Smoke-A-Lot,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,Indian Light,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8619,Northern Bubble,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8620,NL2 x NL3,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,NL5 x NL2,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8622,Que Hash Plant,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8623,Quetiva,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8624,Red Fruity,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8625,Red-bec,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8626,Stinky Hash,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8627,Super Afghan,Hybrid,,T.H.Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8628,Super Christ,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8629,Thai Experience,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8630,Northern Lights 90,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631,Old School Sativa,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8632,Skunk 89,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8633,Skunk 89 x Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8634,Skunk 89 x Trainwreck,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635,G13 / Black Widow,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8636,G13 x Blueberry Sativa,Hybrid,,Reeferman Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8637,Rg-sus,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8638,Sour Diesel V3,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8639,Williams Firecracker,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8640,Wonderfuck,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8641,Old School Thai x Skunk,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,Jack Berry F2,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8643,K.O Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8644,Recovery Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,Day Dream,Hybrid,,Mendo Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8646,Northern Flame,Hybrid,,Secret Valley Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8647,Commercial Drive,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8648,Dankouver,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8649,S.i.r.,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8650,Victory,Hybrid,,No Mercy Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8651,OG Pie Breath,Hybrid,,Bay Exclusives,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8652,Nevada Privada,Hybrid,,Alpha Kronik Genes,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,Loganberry Whistlestop,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8654,Black Bubba G.I.,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8655,Huckleberry Lemonade,Hybrid,,West Coast Masters,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8656,Hot Pink Whistle,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8657,Galactic Animal,Hybrid,,Bay Exclusives,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,Dawgfather,Hybrid,,Alpha Kronik Genes,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8659,CrÃ¨me BrÃ»lÃ©e,Hybrid,,Bay Exclusives,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8660,Wreck,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8661,Apollo Orange,Hybrid,,Spice Brothers,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8662,Apollo Thunder,Hybrid,,Spice Brothers,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,C99 Splash,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,DTC 99 A,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8665,Green Giant x AK-47,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8666,Green Giant x Rosetta Stone,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,Lieu Hanh / (Apollo 11 G x Apollo 11 G),Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,Morning Dew Spice,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8669,Neville Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8670,Rosetta Stone F2,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8671,Viet Combo Vietnamese x Vietnamese Black,Hybrid,,Reeferman Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8672,Rockaberry,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8673,3D,Hybrid,,Apothecary Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8674,Big Foot,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8675,Floater,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8676,Jacks Cleaner II,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8677,Orange Velvet bx,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8678,Queen Annes Revenge,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,Scarlet Queen,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8680,Zorro,Hybrid,,TGA Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8681,Amnesia Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8682,Cappucino,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,Double Sour Bubble,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8684,Espresso,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8685,Gum Balls,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8686,Northern Lights x Sour Bubble,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8687,Rainbow #4,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8688,Sour Cali,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8689,Sour Saver 2.5,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8690,Thunder G,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8691,White Rhino x Black Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8692,Bugglegum,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8693,Blue 13,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,Sugar Berry,Hybrid,,Joey Weed,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,Blue39,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8696,Blueberry F4,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,Double Heather,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8698,Double Karen,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,Sugartooth,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,Sweet 13,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8701,Columbian Red,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,Crystal Matrix,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,Fat Bastard,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8704,Gremlin,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8705,Indica Blitz,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706,Madman,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,Road Runner Automatic,Hybrid,,Dinafem Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8708,Sex,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8709,Braveheart,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8710,Highlander,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8711,Northern Skank,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8712,Pure Skank,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8713,Scud,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714,Kush x OG Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8715,Leopard Kush X Pure Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8716,NL/OG Kush x Pure Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8717,Cal Jax,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8718,Burmese,Hybrid,,Vancouver Island Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8719,Gold (Nagano Gold),Hybrid,,Vancouver Island Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8720,GSPOT,Hybrid,,Vancouver Island Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8721,C99 x Bubba Kush,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,C99 x Grapefruit,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8723,C99 x Haze,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8724,C99 x Panama Red,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8725,Sweet,Hybrid,,Vancouver Island Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8726,C99 x Webbed Indica,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8727,C99 x White Widow,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8728,Pineapple C99 x Blackberry,Hybrid,,WallyDuck Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8729,Pineapple C99 F5,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,White Skunk,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,Early Girl x Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8732,Early Girl x Northern Lights,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,Tikal,Hybrid,,ACE Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8734,Aroma,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,Citral Skunk,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8736,Double X,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8737,Red Colombian Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8738,FG 13,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8739,Flower,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,G Bolt,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8741,Green Bud,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8742,Long Haze,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8743,Mendocino,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,Pure Hash Plant,Hybrid,,CH9 Female Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,Frisian Dew,Hybrid,,Dutch Passion Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8746,Foxtail Sativa,Hybrid,,Gypsy Nirvana,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8747,Luang Prabang Lao Sativa,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8748,Khmer Gold,Hybrid,,Gypsy Nirvana,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749,African Sativa (Spirit),Hybrid,,Ministry of Cannabis,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8750,Moroccan Gold,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,Crackleberry,Hybrid,,West Coast Masters,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,Cocoa Corriander,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,Chocolate Pineapple Scout,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8754,Chocolate Pineapple Chunk,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,Pineapple x Chernobyl,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,CBDGOG,Hybrid,,La Plata Labs,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757,Box Car Harley,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,Boogie Monster,Hybrid,,Quantitative Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,Mendo Express,Hybrid,,Billygoat Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8760,Black Trinity,Hybrid,,Hermetic Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8761,Early Pearl x Skunk Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8762,Big Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8763,Chem Haze Sour Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8764,Double Strawberry Diesel,Hybrid,,RezDog,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8765,Sanctuary,Hybrid,,Sagarmatha Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,Strawberry D-Lite,Hybrid,,Sagarmatha Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,Old School Thai,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8768,Amnesia White,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,Kali Haze,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8770,Rhino,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,Sensi St@r,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,White Ice,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,Silver Haze #9,Hybrid,,Sensi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8774,Jack Flash #5,Hybrid,,Sensi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8775,White Diesel,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8776,X Haze,Hybrid,,White Label Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,SoGouda,Hybrid,,Soma Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8778,Voyager,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8779,Flying Dragon,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8780,Temple Haze,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8781,Dame Blanche,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8782,Power Skunk,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8783,Skunk Classic,Hybrid,,Flying Dutchmen Seed Company,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8784,Wreckage,Hybrid,,T.H.Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8785,Northern Lights x Black Domina,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,Northern Lights x Jack Herer,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8787,Alpha Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,Chemdog Double-D,Hybrid,,RezDog,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789,Chemhaze Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8790,Amazing Haze,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8791,Citrocity,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8792,Himalayan Indica,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8793,Somini,Hybrid,,Soma Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8794,Deep Congo,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8795,Diesel Ryder,Hybrid,,Joint Doctor,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796,Maroc x Grapefruit,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797,Kerela Krush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,The Kali,Hybrid,,Big Buddha Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8799,G-bomb,Hybrid,,Big Buddha Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,ADHD,Hybrid,,GrowDoc Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8801,Genie Of The Lamp,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8802,Parvatie,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8803,Homegrown Haze,Hybrid,,Homegrown Fantaseeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8804,Homwgrown Lowryder,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805,The Fantasy,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8806,CheeseWreck,Hybrid,,Seedism,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8807,Blz-bud,Hybrid,,Seedism,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8808,Killa-watt,Hybrid,,Seedism,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8809,Apple Jack,Hybrid,,Seedism,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810,Superglue,Hybrid,,Seedism,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
